date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
3/31/2021,ARKF,"SQUARE INC - A",SQ,852234103,1847119.00,393122336.77,10.09
3/31/2021,ARKF,"PAYPAL HOLDINGS INC",PYPL,70450Y103,917265.00,216969863.10,5.57
3/31/2021,ARKF,"SILVERGATE CAPITAL CORP-CL A",SI,82837P408,1326462.00,185054713.62,4.75
3/31/2021,ARKF,"ZILLOW GROUP INC - C",Z,98954M200,1388975.00,171899546.00,4.41
3/31/2021,ARKF,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,1452544.00,161566469.12,4.15
3/31/2021,ARKF,"SEA LTD-ADR",SE,81141R100,741314.00,158900655.90,4.08
3/31/2021,ARKF,"PINTEREST INC- CLASS A",PINS,72352L106,2090806.00,144913763.86,3.72
3/31/2021,ARKF,"SHOPIFY INC - CLASS A",SHOP,82509L107,128860.00,135132904.80,3.47
3/31/2021,ARKF,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,1617523.00,127509338.09,3.27
3/31/2021,ARKF,"ADYEN NV",ADYEN,BZ1HM42,57380.00,126261016.83,3.24
3/31/2021,ARKF,"ZHONGAN ONLINE P&C INSURAN-H",6060,BYZQ099,18924738.00,115997397.18,2.98
3/31/2021,ARKF,"MERCADOLIBRE INC",MELI,58733R102,78178.00,111640529.34,2.87
3/31/2021,ARKF,"ALIBABA GROUP HOLDING-SP ADR",BABA,01609W102,442072.00,101345006.00,2.60
3/31/2021,ARKF,"OPENDOOR TECHNOLOGIES INC",OPEN,683712103,4763991.00,97757095.32,2.51
3/31/2021,ARKF,"TWILIO INC - A",TWLO,90138F102,292616.00,93988259.20,2.41
3/31/2021,ARKF,"SNAP INC - A",SNAP,83304A106,1869001.00,92721139.61,2.38
3/31/2021,ARKF,"YEAHKA LTD",9923,BL58D39,12676000.00,89273347.05,2.29
3/31/2021,ARKF,"FACEBOOK INC-CLASS A",FB,30303M102,305590.00,88009920.00,2.26
3/31/2021,ARKF,"MEITUAN-CLASS B",3690,BGJW376,2277882.00,86028576.69,2.21
3/31/2021,ARKF,"TCS GROUP HOLDING-GDR REG S","TCS LI",87238U203,1333116.00,78787155.60,2.02
3/31/2021,ARKF,"WORKDAY INC-CLASS A",WDAY,98138H101,323963.00,78797520.49,2.02
3/31/2021,ARKF,"DOCUSIGN INC",DOCU,256163106,396392.00,78065440.48,2.00
3/31/2021,ARKF,"INTUIT INC",INTU,461202103,197896.00,73945819.36,1.90
3/31/2021,ARKF,"Z HOLDINGS CORP",4689,6084848,14286530.00,72536494.37,1.86
3/31/2021,ARKF,"APPLE INC",AAPL,037833100,591332.00,70900706.80,1.82
3/31/2021,ARKF,"JD.COM INC-ADR",JD,47215P106,804774.00,66796242.00,1.71
3/31/2021,ARKF,"PINDUODUO INC-ADR",PDD,722304102,428596.00,58049042.24,1.49
3/31/2021,ARKF,"PING AN HEALTHCARE AND TECHN",1833,BDRYVB3,3994100.00,50889581.30,1.31
3/31/2021,ARKF,"DISCOVERY LTD",DSY,6177878,5426581.00,49776634.37,1.28
3/31/2021,ARKF,"TELADOC HEALTH INC",TDOC,87918A105,280562.00,49025403.88,1.26
3/31/2021,ARKF,"DRAFTKINGS INC - CL A",DKNG,26142R104,797032.00,48618952.00,1.25
3/31/2021,ARKF,"KE HOLDINGS INC",BEKE,482497104,840480.00,47898955.20,1.23
