date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
8/10/2021,PRNT,"3D SYSTEMS CORP",DDD,88554D205,870046.00,24665804.10,4.78
8/10/2021,PRNT,"CELLINK AB - B",CLNKB,BKMFJ94,344759.00,22525117.67,4.36
8/10/2021,PRNT,"AUTODESK INC",ADSK,052769106,63624.00,21172158.48,4.10
8/10/2021,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,941256.00,20545652.72,3.98
8/10/2021,PRNT,"DASSAULT SYSTEMES SE","DSY FP",BM8H5Y5,364190.00,20497761.35,3.97
8/10/2021,PRNT,"TRIMBLE INC",TRMB,896239100,229365.00,20454770.70,3.96
8/10/2021,PRNT,"RENISHAW PLC",RSW,0732358,280630.00,19995033.24,3.87
8/10/2021,PRNT,"ANSYS INC",ANSS,03662Q105,53669.00,19945010.47,3.86
8/10/2021,PRNT,"HP INC",HPQ,40434L105,679458.00,19921708.56,3.86
8/10/2021,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,11073.00,19905773.35,3.85
8/10/2021,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,278057.00,19736485.86,3.82
8/10/2021,PRNT,"EXONE CO/THE",XONE,302104104,1129296.00,19525527.84,3.78
8/10/2021,PRNT,"MICROSOFT CORP",MSFT,594918104,65926.00,19008443.58,3.68
8/10/2021,PRNT,"DESKTOP METAL INC-A",DM,25058X105,2044733.00,18934227.58,3.67
8/10/2021,PRNT,"CONFORMIS INC",CFMS,20717E101,13045769.00,18524991.98,3.59
8/10/2021,PRNT,"PROTO LABS INC",PRLB,743713109,225572.00,18174336.04,3.52
8/10/2021,PRNT,"NANO DIMENSION LTD - ADR",NNDM,63008G203,2871282.00,18203927.88,3.52
8/10/2021,PRNT,"PTC INC",PTC,69370C100,132612.00,17926490.16,3.47
8/10/2021,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,755701.00,17018386.52,3.29
8/10/2021,PRNT,"STRATASYS LTD",SSYS,M85548101,645731.00,14154423.52,2.74
8/10/2021,PRNT,"XOMETRY INC-A",XMTR,98423F109,168023.00,12786550.30,2.48
8/10/2021,PRNT,"MGI DIGITAL GRAPHIC TECHNOLO",ALMDG,B18FJV7,245492.00,11077274.80,2.14
8/10/2021,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,9931.00,6818227.36,1.32
8/10/2021,PRNT,"HEXAGON AB-B SHS","HEXAB S",BNZFHC1,408449.00,6826360.77,1.32
8/10/2021,PRNT,"AMETEK INC",AME,031100100,46781.00,6364555.05,1.23
8/10/2021,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,43911.00,6136562.25,1.19
8/10/2021,PRNT,"SIEMENS AG-REG",SIE,5727973,37435.00,6089799.21,1.18
8/10/2021,PRNT,"MICHELIN (CGDE)",ML,4588364,36583.00,6094161.44,1.18
8/10/2021,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,50660.00,6104023.40,1.18
8/10/2021,PRNT,"ARCONIC CORP",ARNC,03966V107,176029.00,6039554.99,1.17
8/10/2021,PRNT,"GENERAL ELECTRIC CO",GE,369604301,58241.00,6040174.11,1.17
8/10/2021,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,524191.00,6008817.35,1.16
8/10/2021,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,82987.00,5863861.42,1.14
8/10/2021,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,126267.00,5858788.80,1.13
8/10/2021,PRNT,"EXCO TECHNOLOGIES LTD",XTC,2325392,702875.00,5648925.83,1.09
8/10/2021,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,73748.00,5460301.92,1.06
8/10/2021,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,27942.00,5336363.16,1.03
8/10/2021,PRNT,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,1293393.12,1293393.12,0.25
8/10/2021,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,2909.00,596397.57,0.12
8/10/2021,PRNT,"VOESTALPINE AG",VOE,4943402,13194.00,602007.60,0.12
8/10/2021,PRNT,"EASTMAN KODAK CO",KODK,277461406,74748.00,553882.68,0.11
8/10/2021,PRNT,"5N PLUS INC",VNP,B2B3VZ3,250137.00,542846.70,0.11
8/10/2021,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,4896.00,552317.76,0.11
8/10/2021,PRNT,"TORAY INDUSTRIES INC",3402,6897143,86299.00,559240.36,0.11
8/10/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,4391.00,561680.28,0.11
8/10/2021,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,16220.00,550107.97,0.11
