date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
1/27/2021,PRNT,"EXONE CO/THE",XONE,302104104,868511.00,21851736.76,6.94
1/27/2021,PRNT,"3D SYSTEMS CORP",DDD,88554D205,489228.00,20660098.44,6.56
1/27/2021,PRNT,"STRATASYS LTD",SSYS,M85548101,424065.00,19133812.80,6.08
1/27/2021,PRNT,"PROTO LABS INC",PRLB,743713109,72580.00,18253144.20,5.80
1/27/2021,PRNT,"RENISHAW PLC",RSW,0732358,166942.00,13693693.59,4.35
1/27/2021,PRNT,"MGI DIGITAL GRAPHIC TECHNOLO",ALMDG,B18FJV7,221159.00,13708645.04,4.35
1/27/2021,PRNT,"MICROSOFT CORP",MSFT,594918104,58428.00,13607881.20,4.32
1/27/2021,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,573365.00,13272080.87,4.22
1/27/2021,PRNT,"HP INC",HPQ,40434L105,531023.00,13195921.55,4.19
1/27/2021,PRNT,"DASSAULT SYSTEMES SE",DSY,5330047,64155.00,13137794.49,4.17
1/27/2021,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,11668.00,13095569.33,4.16
1/27/2021,PRNT,"DESKTOP METAL INC-A",DM,25058X105,547686.00,12804898.68,4.07
1/27/2021,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,190571.00,12373775.03,3.93
1/27/2021,PRNT,"PTC INC",PTC,69370C100,102268.00,12357042.44,3.92
1/27/2021,PRNT,"TRIMBLE INC",TRMB,896239100,181084.00,12069248.60,3.83
1/27/2021,PRNT,"ANSYS INC",ANSS,03662Q105,34116.00,11901366.60,3.78
1/27/2021,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,206464.00,11462881.28,3.64
1/27/2021,PRNT,"AUTODESK INC",ADSK,052769106,40063.00,10956028.61,3.48
1/27/2021,PRNT,"HEXAGON AB-B SHS",HEXAB,B1XFTL2,41036.00,3672441.44,1.17
1/27/2021,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,49120.00,3554814.40,1.13
1/27/2021,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,6709.00,3419174.76,1.09
1/27/2021,PRNT,"AMETEK INC",AME,031100100,29833.00,3313252.98,1.05
1/27/2021,PRNT,"SIEMENS AG-REG",SIE,5727973,17510.00,2741820.10,0.87
1/27/2021,PRNT,"GENERAL ELECTRIC CO",GE,369604103,225121.00,2561876.98,0.81
1/27/2021,PRNT,"MICHELIN (CGDE)",ML,4588364,19483.00,2559207.63,0.81
1/27/2021,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,247106.00,2543758.68,0.81
1/27/2021,PRNT,"BERTRANDT AG",BDT,5130861,48303.00,2529182.51,0.80
1/27/2021,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,48537.00,2521011.78,0.80
1/27/2021,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,21198.00,2490129.06,0.79
1/27/2021,PRNT,"NUVASIVE INC",NUVA,670704105,42905.00,2465321.30,0.78
1/27/2021,PRNT,"ULTRA CLEAN HOLDINGS INC",UCTT,90385V107,65353.00,2450083.97,0.78
1/27/2021,PRNT,"STRYKER CORP",SYK,863667101,10225.00,2359418.75,0.75
1/27/2021,PRNT,"MEDTRONIC PLC","MDT UN",G5960L103,21144.00,2357556.00,0.75
1/27/2021,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,15065.00,2374997.25,0.75
1/27/2021,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,24772.00,2256729.20,0.72
1/27/2021,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,31060.00,2221721.80,0.71
1/27/2021,PRNT,"ARCONIC CORP",ARNC,03966V107,84203.00,2078130.04,0.66
1/27/2021,PRNT,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,696108.74,696108.74,0.22
1/27/2021,PRNT,"PYROGENESIS CANADA INC",PYR,B43JTF9,116500.00,436755.57,0.14
1/27/2021,PRNT,"SGL CARBON SE",SGL,4818351,60302.00,443139.39,0.14
1/27/2021,PRNT,"EASTMAN KODAK CO",KODK,277461406,36187.00,437138.96,0.14
1/27/2021,PRNT,"TORAY INDUSTRIES INC",3402,6897143,53808.00,363540.35,0.12
1/27/2021,PRNT,"3M CO",MMM,88579Y101,2039.00,380579.35,0.12
1/27/2021,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,19422.00,353480.40,0.11
1/27/2021,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,10022.00,344556.36,0.11
1/27/2021,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,4300.00,334970.00,0.11
1/27/2021,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,10777.00,356188.98,0.11
1/27/2021,PRNT,"HENKEL AG & CO KGAA VORZUG",HEN3,5076705,3263.00,347236.92,0.11
1/27/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,3000.00,335012.11,0.11
1/27/2021,PRNT,"SANDVIK AB",SAND,B1VQ252,13562.00,347537.75,0.11
1/27/2021,PRNT,"VOESTALPINE AG",VOE,4943402,9430.00,346261.38,0.11
1/27/2021,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,2004.00,349972.15,0.11
1/27/2021,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,3279.00,328883.70,0.10
1/27/2021,PRNT,"XEROX HOLDINGS CORP","XRX UN",98421M106,15206.00,317349.22,0.10
1/27/2021,PRNT,"HEXCEL CORP",HXL,428291108,7233.00,321651.51,0.10
,,,,,,,
,,,,,,,
