date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
11/24/2020,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,286827.00,4754867.86,5.96
11/24/2020,PRNT,"3D SYSTEMS CORP",DDD,88554D205,557581.00,4683680.40,5.87
11/24/2020,PRNT,"HP INC",HPQ,40434L105,191232.00,4159296.00,5.21
11/24/2020,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,3492.00,4016259.88,5.03
11/24/2020,PRNT,"PTC INC",PTC,69370C100,36519.00,3794689.29,4.76
11/24/2020,PRNT,"RENISHAW PLC",RSW,0732358,50100.00,3734610.45,4.68
11/24/2020,PRNT,"TRIMBLE INC",TRMB,896239100,61484.00,3725315.56,4.67
11/24/2020,PRNT,"MGI DIGITAL GRAPHIC TECHNOLO",ALMDG,B18FJV7,67718.00,3700371.15,4.64
11/24/2020,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,70003.00,3567352.88,4.47
11/24/2020,PRNT,"PROTO LABS INC",PRLB,743713109,25820.00,3521848.00,4.41
11/24/2020,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,76525.00,3367100.00,4.22
11/24/2020,PRNT,"AUTODESK INC",ADSK,052769106,12662.00,3279078.14,4.11
11/24/2020,PRNT,"EXONE CO/THE",XONE,302104104,300761.00,3227165.53,4.04
11/24/2020,PRNT,"STRATASYS LTD",SSYS,M85548101,207304.00,3146874.72,3.94
11/24/2020,PRNT,"MICROSOFT CORP",MSFT,594918104,14590.00,3120217.40,3.91
11/24/2020,PRNT,"DASSAULT SYSTEMES SE",DSY,5330047,17398.00,3103460.58,3.89
11/24/2020,PRNT,"ANSYS INC",ANSS,03662Q105,9137.00,2924936.44,3.67
11/24/2020,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,2770.00,1316027.00,1.65
11/24/2020,PRNT,"AMETEK INC",AME,031100100,8598.00,1042507.50,1.31
11/24/2020,PRNT,"HEXAGON AB-B SHS",HEXAB,B1XFTL2,12369.00,1016890.01,1.27
11/24/2020,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,14660.00,995707.20,1.25
11/24/2020,PRNT,"GENERAL ELECTRIC CO",GE,369604103,93881.00,981056.45,1.23
11/24/2020,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,9915.00,833157.45,1.04
11/24/2020,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,10242.00,824481.00,1.03
11/24/2020,PRNT,"ARCONIC CORP",ARNC,03966V107,28401.00,818516.82,1.03
11/24/2020,PRNT,"ULTRA CLEAN HOLDINGS INC",UCTT,90385V107,26453.00,804171.20,1.01
11/24/2020,PRNT,"MICHELIN (CGDE)",ML,4588364,6069.00,794621.12,1.00
11/24/2020,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,83206.00,770696.49,0.97
11/24/2020,PRNT,"BERTRANDT AG",BDT,5130861,17289.00,764836.25,0.96
11/24/2020,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,6482.00,749513.66,0.94
11/24/2020,PRNT,"STRYKER CORP",SYK,863667101,2897.00,696178.07,0.87
11/24/2020,PRNT,"MEDTRONIC PLC","MDT UN",G5960L103,6038.00,688694.28,0.86
11/24/2020,PRNT,"SIEMENS AG-REG",SIE,5727973,5009.00,669415.41,0.84
11/24/2020,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,3781.00,652940.89,0.82
11/24/2020,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,16334.00,636372.64,0.80
11/24/2020,PRNT,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,588637.84,588637.84,0.74
11/24/2020,PRNT,"NUVASIVE INC",NUVA,670704105,12158.00,583948.74,0.73
11/24/2020,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,10460.00,151774.60,0.19
11/24/2020,PRNT,"HEXCEL CORP",HXL,428291108,2663.00,140499.88,0.18
11/24/2020,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,5239.00,142762.75,0.18
11/24/2020,PRNT,"SGL CARBON SE",SGL,4818351,28359.00,128827.90,0.16
11/24/2020,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,1133.00,116948.26,0.15
11/24/2020,PRNT,"XEROX HOLDINGS CORP","XRX UN",98421M106,4866.00,114594.30,0.14
11/24/2020,PRNT,"VOESTALPINE AG",VOE,4943402,3479.00,111953.55,0.14
11/24/2020,PRNT,"TORAY INDUSTRIES INC",3402,6897143,20608.00,112613.53,0.14
11/24/2020,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,3609.00,108239.96,0.14
11/24/2020,PRNT,"SANDVIK AB",SAND,B1VQ252,5026.00,115157.41,0.14
11/24/2020,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,1644.00,108240.96,0.14
11/24/2020,PRNT,"3M CO",MMM,88579Y101,575.00,101821.00,0.13
