date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
7/28/2021,ARKK,"TESLA INC",TSLA,88160R101,3547376.00,2287277097.28,10.31
7/28/2021,ARKK,"ROKU INC",ROKU,77543R102,3138450.00,1441709776.50,6.50
7/28/2021,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,8464904.00,1278285153.04,5.76
7/28/2021,ARKK,"SQUARE INC - A",SQ,852234103,4560153.00,1147927314.69,5.17
7/28/2021,ARKK,"SHOPIFY INC - CLASS A",SHOP,82509L107,707176.00,1099729397.60,4.96
7/28/2021,ARKK,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,2885249.00,1060444417.46,4.78
7/28/2021,ARKK,"COINBASE GLOBAL INC -CLASS A",COIN,19260Q107,4242738.00,997382849.04,4.50
7/28/2021,ARKK,"TWILIO INC - A",TWLO,90138F102,2271616.00,880205767.68,3.97
7/28/2021,ARKK,"UNITY SOFTWARE INC",U,91332U101,8480755.00,854690488.90,3.85
7/28/2021,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,3267536.00,774177304.48,3.49
7/28/2021,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,6268428.00,668465161.92,3.01
7/28/2021,ARKK,"EXACT SCIENCES CORP",EXAS,30063P105,5917389.00,662451698.55,2.99
7/28/2021,ARKK,"DOCUSIGN INC",DOCU,256163106,1976791.00,597069953.64,2.69
7/28/2021,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,4852994.00,569887085.42,2.57
7/28/2021,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,4153164.00,549754318.68,2.48
7/28/2021,ARKK,"TWITTER INC",TWTR,90184L102,7431137.00,507769591.21,2.29
7/28/2021,ARKK,"UIPATH INC - CLASS A",PATH,90364P105,8099227.00,484576751.41,2.18
7/28/2021,ARKK,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,22083354.00,478767114.72,2.16
7/28/2021,ARKK,"DRAFTKINGS INC - CL A",DKNG,26142R104,9516268.00,464108390.36,2.09
7/28/2021,ARKK,"10X GENOMICS INC-CLASS A",TXG,88025U109,2525197.00,453904160.75,2.05
7/28/2021,ARKK,"BEAM THERAPEUTICS INC",BEAM,07373V105,4523595.00,381655710.15,1.72
7/28/2021,ARKK,"SEA LTD-ADR",SE,81141R100,1355716.00,367290578.72,1.66
7/28/2021,ARKK,"FATE THERAPEUTICS INC",FATE,31189P102,4426656.00,354752211.84,1.60
7/28/2021,ARKK,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,8279221.00,329595788.01,1.49
7/28/2021,ARKK,"INVITAE CORP",NVTA,46185L103,11912391.00,322825796.10,1.46
7/28/2021,ARKK,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,3719230.00,252498524.70,1.14
7/28/2021,ARKK,"TERADYNE INC",TER,880770102,1894657.00,233914353.22,1.05
7/28/2021,ARKK,"2U INC",TWOU,90214J101,5181501.00,233685695.10,1.05
7/28/2021,ARKK,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,7369854.00,221169318.54,1.00
7/28/2021,ARKK,"PAGERDUTY INC",PD,69553P100,5507326.00,222606116.92,1.00
7/28/2021,ARKK,"TWIST BIOSCIENCE CORP",TWST,90184D100,1940009.00,216252803.23,0.97
7/28/2021,ARKK,"SKILLZ INC",SKLZ,83067L109,14602955.00,208238138.30,0.94
7/28/2021,ARKK,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,9346460.00,204033221.80,0.92
7/28/2021,ARKK,"TUSIMPLE HOLDINGS INC - A",TSP,90089L108,4513084.00,180433098.32,0.81
7/28/2021,ARKK,"PROTO LABS INC",PRLB,743713109,1999939.00,168294866.85,0.76
7/28/2021,ARKK,"EDITAS MEDICINE INC",EDIT,28106W103,4281093.00,168118522.11,0.76
7/28/2021,ARKK,"BERKELEY LIGHTS INC",BLI,084310101,3455845.00,152610115.20,0.69
7/28/2021,ARKK,"TRIMBLE INC",TRMB,896239100,1675767.00,138234019.83,0.62
