date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
5/25/2021,ARKK,"TESLA INC",TSLA,88160R101,3491471.00,2117367673.24,10.25
5/25/2021,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,8607756.00,1225141911.48,5.93
5/25/2021,ARKK,"ROKU INC",ROKU,77543R102,3507689.00,1217939774.58,5.89
5/25/2021,ARKK,"SQUARE INC - A",SQ,852234103,4453184.00,939399164.80,4.55
5/25/2021,ARKK,"SHOPIFY INC - CLASS A",SHOP,82509L107,711066.00,896959984.38,4.34
5/25/2021,ARKK,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,2638128.00,848316439.68,4.11
5/25/2021,ARKK,"TWILIO INC - A",TWLO,90138F102,2309766.00,748572062.94,3.62
5/25/2021,ARKK,"UNITY SOFTWARE INC",U,91332U101,7578318.00,730170939.30,3.53
5/25/2021,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,3102680.00,726213280.80,3.51
5/25/2021,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,6374201.00,719838518.93,3.48
5/25/2021,ARKK,"COINBASE GLOBAL INC -CLASS A",COIN,19260Q107,3173086.00,714896275.80,3.46
5/25/2021,ARKK,"EXACT SCIENCES CORP",EXAS,30063P105,5527641.00,605166136.68,2.93
5/25/2021,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,4894482.00,565802119.20,2.74
5/25/2021,ARKK,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,22455754.00,476511099.88,2.31
5/25/2021,ARKK,"DOCUSIGN INC",DOCU,256163106,2342214.00,458019947.70,2.22
5/25/2021,ARKK,"10X GENOMICS INC-CLASS A",TXG,88025U109,2694217.00,447698038.89,2.17
5/25/2021,ARKK,"INVITAE CORP",NVTA,46185L103,13928246.00,393333667.04,1.90
5/25/2021,ARKK,"DRAFTKINGS INC - CL A",DKNG,26142R104,8045709.00,385067632.74,1.86
5/25/2021,ARKK,"TWITTER INC",TWTR,90184L102,6568085.00,374774930.10,1.81
5/25/2021,ARKK,"SEA LTD-ADR",SE,81141R100,1378585.00,350160590.00,1.69
5/25/2021,ARKK,"BEAM THERAPEUTICS INC",BEAM,07373V105,4593248.00,341186461.44,1.65
5/25/2021,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,4856074.00,325356958.00,1.57
5/25/2021,ARKK,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,8305480.00,310043568.40,1.50
5/25/2021,ARKK,"UIPATH INC - CLASS A",PATH,90364P105,3645562.00,310310237.44,1.50
5/25/2021,ARKK,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,3781905.00,284021065.50,1.37
5/25/2021,ARKK,"SKILLZ INC",SKLZ,83067L109,15395523.00,251716801.05,1.22
5/25/2021,ARKK,"FATE THERAPEUTICS INC",FATE,31189P102,3364939.00,249106434.17,1.21
5/25/2021,ARKK,"TERADYNE INC",TER,880770102,1926522.00,245997594.18,1.19
5/25/2021,ARKK,"TWIST BIOSCIENCE CORP",TWST,90184D100,2373236.00,235709799.52,1.14
5/25/2021,ARKK,"2U INC",TWOU,90214J101,6058275.00,220521210.00,1.07
5/25/2021,ARKK,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,2834973.00,214720855.02,1.04
5/25/2021,ARKK,"PAGERDUTY INC",PD,69553P100,5680248.00,210396385.92,1.02
5/25/2021,ARKK,"PROTO LABS INC",PRLB,743713109,2338537.00,206773441.54,1.00
5/25/2021,ARKK,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,11361946.00,201901780.42,0.98
5/25/2021,ARKK,"TUSIMPLE HOLDINGS INC - A",TSP,90089L108,4589251.00,167920694.09,0.81
5/25/2021,ARKK,"EDITAS MEDICINE INC",EDIT,28106W103,5005620.00,166136527.80,0.80
5/25/2021,ARKK,"PURE STORAGE INC - CLASS A",PSTG,74624M102,8618857.00,163327340.15,0.79
5/25/2021,ARKK,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,6229817.00,160666980.43,0.78
5/25/2021,ARKK,"BERKELEY LIGHTS INC",BLI,084310101,3514183.00,148228238.94,0.72
5/25/2021,ARKK,"VERACYTE INC",VCYT,92337F107,3641127.00,135777625.83,0.66
5/25/2021,ARKK,"KE HOLDINGS INC-ADR",BEKE,482497104,2634496.00,137020136.96,0.66
5/25/2021,ARKK,"SERES THERAPEUTICS INC",MCRB,81750R102,6045235.00,126889482.65,0.61
5/25/2021,ARKK,"MATERIALISE NV-ADR",MTLS,57667T100,4337844.00,113391242.16,0.55
5/25/2021,ARKK,"TRIMBLE INC",TRMB,896239100,1418047.00,110522583.18,0.53
5/25/2021,ARKK,"STRATASYS LTD",SSYS,M85548101,4869722.00,109666139.44,0.53
5/25/2021,ARKK,"NOVARTIS AG-SPONSORED ADR",NVS,66987V109,1221588.00,107524175.76,0.52
5/25/2021,ARKK,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,875247.00,98876653.59,0.48
