date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
4/7/2021,IZRL,"INTERCURE LTD",INCR,B23SD94,5139550.00,10297198.11,2.92
4/7/2021,IZRL,"E & M COMPUTING",EMCO,6302216,1213008.00,8620155.81,2.44
4/7/2021,IZRL,"CAMTEK LTD",CAMT,M20791105,257883.00,8577188.58,2.43
4/7/2021,IZRL,"PERION NETWORK LTD",PERI,M78673114,451724.00,8451756.04,2.40
4/7/2021,IZRL,"INMODE LTD",INMD,M5425M103,101962.00,7975467.64,2.26
4/7/2021,IZRL,"ALLOT LTD",ALLT,M0854Q105,431153.00,7885788.37,2.24
4/7/2021,IZRL,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,7820030.03,7820030.03,2.22
4/7/2021,IZRL,"RADA ELECTRONIC INDS LTD",RADA,M81863124,579065.00,7522054.35,2.13
4/7/2021,IZRL,"NOVA MEASURING INSTRUMENTS",NVMI,M7516K103,75210.00,7383365.70,2.09
4/7/2021,IZRL,"WIX.COM LTD",WIX,M98068105,24114.00,7219731.60,2.05
4/7/2021,IZRL,"ITURAN LOCATION AND CONTROL",ITRN,M6158M104,318892.00,7015624.00,1.99
4/7/2021,IZRL,"DANEL (ADIR YEOSHUA) LTD",DANE,6253433,40911.00,7018033.54,1.99
4/7/2021,IZRL,"GILAT SATELLITE NETWORKS LTD",GILT,M51474118,655093.00,6950536.73,1.97
4/7/2021,IZRL,"ELECTRA CONSUMER PRODUCTS 19",ECP,B536CY7,158105.00,6949670.33,1.97
4/7/2021,IZRL,"MATRIX IT LTD",MTRX,6747754,266444.00,6689813.38,1.90
4/7/2021,IZRL,"HILAN LTD",HLAN,6267230,133407.00,6678044.53,1.89
4/7/2021,IZRL,"KORNIT DIGITAL LTD",KRNT,M6372Q113,61070.00,6596781.40,1.87
4/7/2021,IZRL,"MALAM - TEAM LTD",MLTM,6875923,219895.00,6534369.97,1.85
4/7/2021,IZRL,"ELBIT SYSTEMS LTD",ESLT,6308913,45414.00,6520800.80,1.85
4/7/2021,IZRL,"BEZEQ THE ISRAELI TELECOM CO",BEZQ,6098032,5896764.00,6428049.15,1.82
4/7/2021,IZRL,"SILICOM LTD",SILC,M84116108,137871.00,6235905.33,1.77
4/7/2021,IZRL,"BET SHEMESH ENGINES HOLDINGS",BSEN,6103936,278364.00,6189716.17,1.76
4/7/2021,IZRL,"ONE SOFTWARE TECHNOLOGIES LT",ONE,6987709,48615.00,6202684.87,1.76
4/7/2021,IZRL,"PARTNER COMMUNICATIONS CO",PTNR,6374420,1304896.00,6135887.03,1.74
4/7/2021,IZRL,"FATTAL HOLDINGS 1998 LTD",FTAL,BG1YKN5,56905.00,6080553.70,1.72
4/7/2021,IZRL,"SAPIENS INTERNATIONAL CORP",SPNS,G7T16G103,182947.00,5901870.22,1.67
4/7/2021,IZRL,"RADWARE LTD",RDWR,M81873107,218772.00,5900280.84,1.67
4/7/2021,IZRL,"TOWER SEMICONDUCTOR LTD",TSEM,M87915274,196917.00,5842527.39,1.66
4/7/2021,IZRL,"TARO PHARMACEUTICAL INDUS",TARO,M8737E108,78627.00,5750778.78,1.63
4/7/2021,IZRL,"TEVA PHARMACEUTICAL-SP ADR",TEVA,881624209,499844.00,5713216.92,1.62
4/7/2021,IZRL,"ARAD LTD",ARD,B0G7VP6,395760.00,5700568.27,1.62
4/7/2021,IZRL,"UROGEN PHARMA LTD","URGN UQ",M96088105,291870.00,5659359.30,1.61
4/7/2021,IZRL,"POLYPID LTD",PYPD,M8001Q118,577747.00,5581036.02,1.58
4/7/2021,IZRL,"PLASSON INDUSTRIES LTD",PLSN,6094728,120887.00,5574262.43,1.58
4/7/2021,IZRL,"REDHILL BIOPHARMA LTD-SP ADR",RDHL,757468103,775698.00,5546240.70,1.57
4/7/2021,IZRL,"CHECK POINT SOFTWARE TECH",CHKP,M22465104,47974.00,5524206.10,1.57
4/7/2021,IZRL,"FIVERR INTERNATIONAL LTD",FVRR,M4R82T106,24713.00,5500619.54,1.56
